id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36863262,"Sleeps 4, private courtyard, City Centre",125651447,Your Apartment,,Lawrence Hill,51.45568,-2.58156,Entire home/apt,175,1,26,2022-09-05,0.70,64,353,12,
36864839,"Minimalist 2 Bed Home in Gloucester Road, Bristol",4267869,Adela,,Redland,51.47191,-2.59218,Entire home/apt,85,2,93,2022-09-05,2.51,1,345,33,
36865282,Your Apartment The Loft - #8,125651447,Your Apartment,,Lawrence Hill,51.457,-2.58363,Entire home/apt,175,1,7,2022-06-19,0.19,64,352,5,
36927764,Cute double room,277557819,Jemma,,Southmead,51.50089,-2.60993,Private room,45,1,35,2022-09-19,0.92,1,347,20,
36930579,"Lovely modern flat + parking near Airbus, UWE, MOD",277590598,Tom,,Southmead,51.50854,-2.57487,Entire home/apt,68,2,48,2022-08-05,1.31,1,330,23,
36968595,"Friendly popular area,near Bristol City Centre",40474073,Georgia,,Windmill Hill,51.44081,-2.58018,Private room,73,1,204,2022-09-18,5.33,1,67,92,
37061177,CozyFeel Rooms Double,265214575,Ubong,,St George Troopers Hill,51.45546,-2.51508,Private room,35,2,8,2022-04-17,0.22,2,178,2,
37206890,Bramble Barn,280064791,Joanna,,Hartcliffe & Withywood,51.39368,-2.61533,Entire home/apt,489,1,80,2022-09-11,2.12,1,87,35,
37230992,"Sunny, elegant Clifton Village flat",19436350,Rebecca,,Clifton,51.45661,-2.61034,Entire home/apt,136,2,50,2022-09-04,1.35,1,353,12,
37244218,Light homely 1-bed flat on North St with terrace,29126981,Lauren,,Bedminster,51.44014,-2.60532,Entire home/apt,90,3,11,2022-08-31,0.32,2,0,5,
37244950,Fantastic City Centre Apartment,126944043,Aaron,,Central,51.46104,-2.59364,Entire home/apt,90,4,24,2022-09-06,1.50,4,255,10,
37267843,Comfortable stay in Bristol. Close to town centre.,244565378,Dennis,,Frome Vale,51.48596,-2.55148,Private room,75,1,1,2019-08-04,0.03,1,365,0,
37281952,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Redland,51.47552,-2.59123,Private room,130,2,16,2022-02-27,0.46,3,50,5,
37283863,Fantastic home from home,126944043,Aaron,,Hengrove & Whitchurch Park,51.41623,-2.56591,Entire home/apt,60,2,13,2020-07-24,0.34,4,167,0,
37379623,The Armidale : fantastic central two-bed flat,279218091,Chris,,Ashley,51.46667,-2.58902,Entire home/apt,85,28,17,2021-11-07,0.45,1,65,2,
37427344,PRIVATE COSY SINGLE ROOM NEAR UWE & MOD,231699061,Mercy,,Lockleaze,51.49553,-2.54718,Private room,25,3,82,2022-08-04,2.16,3,57,49,
37479156,Grade II Listed Converted Chapel in Old Market,41613173,Sophie,,Lawrence Hill,51.457401,-2.579705,Entire home/apt,88,2,47,2022-09-19,1.24,1,344,30,
37483548,Creative & comfy house with garden oasis,3138136,Tiffany,,Filwood,51.43034,-2.60182,Entire home/apt,89,2,92,2022-09-18,2.46,1,76,65,
37514733,A cosy family home in Windmill Hill,278829110,Angela,,Windmill Hill,51.43573,-2.59836,Entire home/apt,126,2,47,2021-10-17,1.25,1,0,4,
37533891,Cosy single. Parking Breakfast. Stunning views.,21295528,Helen,,Southville,51.44194,-2.60877,Private room,40,2,4,2019-12-29,0.12,2,160,0,
37545857,SACO Bristol Broad Quay - Superior Studio,282688142,SACO Bristol,,Hotwells & Harbourside,51.45131,-2.59804,Private room,156,1,3,2021-05-09,0.08,10,0,0,
